company,department,title,salary,currency,gender,race,sexual_orientation,exp_years,country,city,inhouse,nb_jobs,happy_salary,nb_awards_top,nb_awards_inter,nb_awards_local
Media Arts Lab,Client Services / Account Management,Account Executive,$63k,,Female,White,Heterosexual,2.5,USA,LA,External,,,,,
Deutsch,Client Services / Account Management,Account Executive,70000,,Male,White,Heterosexual,2.5,USA,Los Angeles,External,,,,,
Grey,Client Services / Account Management,Account Executive,"50,000",USD,Female,,,1.5,USA,New York City,,,,,,
publicis conseil,Client Services / Account Management,account executive,29000,EUR,female,white,heterosexual,1,France,paris,In-house,,,,,
Deloitte Digital,Client Services / Account Management,Account Executive,"72,000",USD,Female,White,,6,USA,San Francisco,External,,,,,
GMMB,Client Services / Account Management,Account Executive,"53,500",USD,Woman,White,Bisexual,3,USA,"Washington, DC",,,,,,
VMLY&R,Client Services / Account Management,Account Executive,"$55,000",USD,Female,White,Heterosexual,5,USA,Chicago,,,,,,
Saatchi & Saatchi,Client Services / Account Management,Account Executive,"58,000",USD,woman,white,Heterosexual,2,United States,New York,External,,,,,
,Client Services / Account Management,Account Executive,62000,USD,Female,Asian,Heterosexual,2,United States,Los Angeles,In-house,,,,,
,Client Services / Account Management,Account executive,65000,USD,,White,,3,United States,New York,,,,,,
,Client Services / Account Management,Account Executive,"45,000",NZD,Female,White,Heterosexual,1,New Zealand,Auckland,,,,,,
Dalton Agency,Client Services / Account Management,Account Executive,"58,000",USD,Male,White,Heterosexual,4,United States,Jacksonville,External,,,,,
,Client Services / Account Management,Account Executive,"47,500",USD,Female,White,Heterosexual,7,United States,New Orleans,External,,,,,
,Client Services / Account Management,Account Executive,"48,000",USD,,,,3,United States,Detroit,In-house,,,,,
,Client Services / Account Management,Account executive,"64,000",USD,Female,Latinx,Heterosexual,2,United States,Los Angeles,,1,,,,
,Client Services / Account Management,Account Executive,"60,000",USD,Female,White,,2,United States,Washington DC,External,2,Yes,2,2,4
Team One USA,Client Services / Account Management,"Account Executive, Experiential Marketing","60,000",USD,Female,Latina,Heterosexual,6,USA,Los Angeles,,,,,,
,Client Services / Account Management,account executive/project manager,"68,000",USD,female,hispanic,,1,USA,san antonio,In-house,,,,,
Dagger Agency,Client Services / Account Management,Account Manager,"60,000",USD,Female,White,Heterosexual,4,USA,Atlanta,External,,,,,
,Client Services / Account Management,Account Manager,"65,000",NZD,Male,European,Heterosexual,2,New Zealand,Auckland,External,,,,,
Drake cooper,Client Services / Account Management,Account Manager,40000,USD,Female,White,,7,USA,Boise,External,,,,,
DDB Chicago,Client Services / Account Management,Account Manager,"45,000",USD,Female,White,Heterosexual,1,USA,Chicago,In-house,,,,,
,Client Services / Account Management,Account Manager,"$60,000",USD,Male,White,Heterosexual,5,USA,Dallas,In-house,,,,,
Karsh Hagan,Client Services / Account Management,Account Manager,40000,,Female,White,Heterosexual,3,USA,Denver,In-house,,,,,
,Client Services / Account Management,Account manager,"50,000",USD,Female,White,Heterosexual,3,USA,Jacksonville FL,External,,,,,
Havas,Client Services / Account Management,Account Manager,"£34,000",GBP,Male,Arab/Amazigh (North African) and White British mixed,Heterosexual,5,UK,London,External,,,,,
ATTN:,Client Services / Account Management,Account Manager,"$85,000",USD,Male,Hispanic,Gay,5,USA,Los Angeles,In-house,,,,,
Mid-size Experiential Agency,Client Services / Account Management,Account Manager,"$77,500",USD,Female,White,Heterosexual,5,USA,Los Angeles,External,,,,,
VMLY&R,Client Services / Account Management,Account Manager,"65,000",USD,Female,Black,Heterosexual,7,USA,Nashville,In-house,,,,,
VMLY&R,Client Services / Account Management,Account Manager,"65,000",USD,Female,White,Heterosexual,5,USA,Nashville,In-house,,,,,
n/a,Client Services / Account Management,Account Manager,"80,000",,Male,White,Gay,4.5,USA,New York,In-house,,,,,
R/GA,Client Services / Account Management,Account Manager,"72,000",,cis male,black,gay,4,USA,new york,,,,,,
R/GA,Client Services / Account Management,Account Manager,"75,000",,Female,White,,3,USA,New York,,,,,,
,Client Services / Account Management,Account Manager,"85,000",,Male,,LGBTQ,5,USA,New York,External,,,,,
,Client Services / Account Management,Account Manager,65000,USD,,,,4,USA,New York,In-house,,,,,
Droga5,Client Services / Account Management,Account Manager,"75,000",USD,Female,White,Heterosexual,4,USA,New York,In-house,,,,,
McCann,Client Services / Account Management,Account Manager,58k,USD,female,white,Heterosexual,2,USA,new york,External,,,,,
,Client Services / Account Management,Account Manager,85000,USD,Female,White,Heterosexual,4,USA,New York,In-house,,,,,
BBDO,Client Services / Account Management,Account Manager,"85,000",USD,Male,Latinx,Bi,4,USA,New york,In-house,,,,,
Team Epiphany,Client Services / Account Management,Account Manager,"58,500",USD,Female,Black,Heterosexual,3,USA,New York,External,,,,,
Mother New York,Client Services / Account Management,Account Manager,"65,000",,Male,Latino,Gay,2.5,USA,"New York, NY",,,,,,
Optimist Inc.,Client Services / Account Management,Account Manager,"79,000",,Female,Black,heterosexual,7,USA,NYC,,,,,,
n/a,Client Services / Account Management,Account manager,60000,,Male,White,Gay,4,USA,Portland,External,,,,,
"Goodby, Silverstein & Partners",Client Services / Account Management,Account Manager,"80,000",,Female,White,Heterosexual,6,USA,San Francisco,In-house,,,,,
,Client Services / Account Management,Account Manager,"105,000",USD,Female,,,6,USA,San Francisco,External,,,,,
,Client Services / Account Management,Account Manager,"52,500",CAD,Female,White,Heterosexual,3,Canada,Toronto,External,,,,,
Moxie,Client Services / Account Management,Account Manager,65000,USD,Female,White,Heterosexual,4,USA,Atlanta,In-house,,,,,
DDB Chicago,Client Services / Account Management,Account Manager,"45,000",USD,Female,White,,1,USA,Chicago,In-house,,,,,
N/A,Client Services / Account Management,Account Manager,"50,000",USD,Female,White,Heterosexual,5,USA,Minneapolis,External,,,,,
,Client Services / Account Management,Account Manager,"43,000",USD,Female,White,Heterosexual,4,USA,Jacksonville,External,,,,,
Droga5,Client Services / Account Management,Account Manager,71,USD,Female,White,Heterosexual,3,USA,NYC,External,,,,,
Hogarth,Client Services / Account Management,Account Manager,"32,000",GBP,Male,White,Heterosexual,5,UK,London,,,,,,
,Client Services / Account Management,Account Manager,"$58,500",USD,Female,White/Caucasian,Heterosexual,7,USA,"Des Moines, IA",External,,,,,
,Client Services / Account Management,Account Manager,"45,000",USD,Female,White,Heterosexual,4,USA,Tampa Bay,External,,,,,
Intouch Solutions,Client Services / Account Management,Account Manager,65000,USD,Female,Hispanic,Heterosexual,2.5,USA,Chicago,External,,,,,
,Client Services / Account Management,Account Manager,"$41,000",USD,Female,White,Heterosexual,2,United States,"Greenville, SC",In-house,,,,,
BWM Dentsu,Client Services / Account Management,Account Manager,75000,AUD,Female,Latinx,Heterosexual,4,Australia,Melbourne,In-house,,,,,
BWM Dentsu,Client Services / Account Management,Account Manager,"69,000 (incl Super)",AUD,Female,White,Heterosexual,3,Australia,Melbourne,Agency,,,,,
Collider,Client Services / Account Management,Account Manager,"32,000",GBP,Female,White,Heterosexual,3,UK,London,Agency,,,,,
Arrow,Client Services / Account Management,Account Manager,54000,USD,Female,White,Heterosexual,4,United States,Austin,In-house,,,,,
,Client Services / Account Management,Account Manager,"110,000",USD,Female,Latinx,Heterosexual,7,United States,New York,External,,,,,
,Client Services / Account Management,Account Manager,60000,CAD,F,White,Bisexual,4,Canada,Canada,External,,,,,
,Client Services / Account Management,Account Manager,"$52,500",USD,Female,White,Heterosexual,6,United States,Kansas City,In-house,,,,,
,Client Services / Account Management,Account Manager,40000,USD,female,White,Heterosexual,2.5,United States,"Winston-Salem, NC",,,,,,
,Client Services / Account Management,Account Manager,"75,000",CAD,,White,Heterosexual,15,Canada,Toronto,In-house,,,,,
,Client Services / Account Management,Account Manager,"70,000",USD,Male,White,Heterosexual,2,United States,San Francisco,External,,,,,
,Client Services / Account Management,Account Manager,"64,000",USD,Female,White,Heterosexual,4,United States,Seattle,In-house,,,,,
DDB Malaysia,Client Services / Account Management,Account Manager,RM 5250,MYR,Female,Asian,Heterosexual,4,Malaysia,Kuala Lumpur,In-house,,,,,
DDB Malaysia,Client Services / Account Management,Account Manager,"RM 63,000 (sry filled up wrongly in last submission)",MYR,Female,Asian,Heterosexual,4,Malaysia,Kuala Lumpur,In-house,,,,,
Rauxa,Client Services / Account Management,Account Manager,58500,USD,Female,White,Heterosexual,1.5,United States,New York,In-house,,,,,
Nexstar Digital,Client Services / Account Management,Account Manager,48000,USD,Male,White,Heterosexual,2,United States,Austin,External,1,,,,
,Client Services / Account Management,Account Manager,"50,000",USD,Female,White,Heterosexual,3,United States,Denver,External,2,,,,
,Client Services / Account Management,Account Manager,"65,000 AUD Inc Super",AUD,Male,White,,3,Australia,Melbourne,External,2,,,,
,Client Services / Account Management,Account manager,35000,GBP,,,,3,UK,London,,2,Yes,1,1,1
,Client Services / Account Management,Account Manager,"56,500",USD,Female,White,Heterosexual,4.5,United States,Chicago,External,2,No,,,5
,Client Services / Account Management,Account Manager,"$55,000",USD,Female,Asian,Heterosexual,4,United States,Dallas,External,3,No,,,
,Client Services / Account Management,Account Manager,80000,AUD,Female,Indian,Heterosexual,9,Australia,Melbourne,In-house,5,Yes,,,
,Client Services / Account Management,Account Manager,150000,AUD,male,Asian,Heterosexual,6,Australia,Sydney,External,3,No,,,
,Client Services / Account Management,Account Manager,4368 p/m,SGD,Female,Asian,Heterosexual,7,Singapore,Singapore,External,4,No,0,0,0
,Client Services / Account Management,Account Manager,80000,AUD,Male,Brown,Straight,4,Australia,Sydney,External,6,Yes,0,0,0
,Client Services / Account Management,Account Manager,"€ 38,000",GBP,Female,Asian,Heterosexual,5,UK,London,External,5,No,0,0,0
MKTG | Facebook,Client Services / Account Management,Account Manager,"75,000",USD,Female,White,Heterosexual,7,United States,New York,Contracted through MKTG as imbedded Facebook employee,4,No,2,0,4
,Client Services / Account Management,Account Manager,"4,200/month",SGD,Female,Asian,Heterosexual,6,Singapore,Singapore,In-house,4,,,,
,Client Services / Account Management,Account Manager,"$51,000",USD,Male,White,Heterosexual,4,United States,Indianapolis,In-house,3,No,0,0,5
,Client Services / Account Management,Account Manager,54500,USD,Female,White,Heterosexual,5,United States,Indianapolis,,3,No,0,,
,Client Services / Account Management,Account Manager,4500/mth,SGD,Female,Asian,Heterosexual,3,Singapore,Singapore,External,1,,,,
Ogilvy Singapore,Client Services / Account Management,Account Manager,4400,SGD,Cis-female,Asian,Heterosexual,5,Singapore,Singapore,External,2,No,2,2,4
TBWA/Chiat/Day,Client Services / Account Management,Account Manager,"75,000",USD,Woman,White,Heterosexual,6,United States,New York,External,2,Yes,4,3,0
,Client Services / Account Management,Account Manager,"54,000",MYR,Female,Eurasian,Heterosexual,6,Malaysia,Kuala Lumpur,External,4,No,0,0,0
,Client Services / Account Management,Account manager,"$85,000",USD,Female,White,Heterosexual,3,USA,New York City,In-house,,,,,
Laundry Service,Client Services / Account Management,Account Manager,73,USD,Female,Asian,Bisexual,4,USA,New York,In-house,,,,,
,Client Services / Account Management,Account Manager,"65,000",USD,Female,Latinx,Heterosexual,5,United States,Richmond,In-house,,,,,
Digitas,Client Services / Account Management,Account Manager,"76,800",USD,Woman,Black,Heterosexual,4,United States,Chicago,,,,,,
,Client Services / Account Management,Account Manager,"50,000",USD,Female,White,Heterosexual,3.5,United States,Minneapolis,External,3,No,,,
,Client Services / Account Management,Account manager,"80,000",AUD,Female,White,Heterosexual,6.5,Australia,Sydney,External,2,No,0,0,0
Manifest,Client Services / Account Management,Account Operations Director,120000,USD,M,Latinx,Heterosexual,20,United States,Chicago,External,9,,,,
,Client Services / Account Management,Account Planner,"60,000",USD,Male,Black,Heterosexual,3,United States,New York,External,3,Yes,0,0,0
Small agency,Client Services / Account Management,Account Supervisor,"70,000",USD,Female,White,Heterosexual,5,USA,Atlanta,External,,,,,
,Client Services / Account Management,Account Supervisor,"$90,000",USD,,,,6,USA,Atlanta,External,,,,,
,Client Services / Account Management,Account Supervisor,"59,000",USD,Female,White,Heterosexual,6,USA,Chicago,In-house,,,,,
,Client Services / Account Management,Account Supervisor,85000,USD,Female,Caucasian,Heterosexual,8,USA,Chicago,,,,,,
Edelman,Client Services / Account Management,Account Supervisor,84000,USD,,White,Heterosexual,6,USA,Chicago,,,,,,
FCB chicago,Client Services / Account Management,Account Supervisor,65000,USD,Female,Caucasian,Heterosexual,4,USA,Chicago,In-house,,,,,
,Client Services / Account Management,Account Supervisor,80000,USD,Female,White,Heterosexual,6.5,USA,Dallas,External,,,,,
Barkley,Client Services / Account Management,Account Supervisor,"$87,500",USD,Female,White,,7.5,USA,Denver,,,,,,
,Client Services / Account Management,Account Supervisor,80000,USD,Female,White,Heterosexual,9,USA,"Irvine, CA (Orange County)",External,,,,,
